name,difficulty_level,exercise_type,instructions,video_url,image_url
Thigh adductor,intermediate,strength,"The thigh adductor machine is a lower-body exercise that targets the muscles of the inner thighs. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training.",,
Thigh abductor,intermediate,strength,"The thigh abductor is a lower-body exercise that targets the muscles of the outer hips and glutes. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training.",,
Standing Hip Circles,beginner,stretching,,,
Groiners,beginner,stretching,,,
Fire Hydrant,beginner,strength,,,
Windmills,intermediate,stretching,,,
Side Leg Raises,beginner,stretching,,,
Lateral hop,intermediate,plyometrics,"The lateral hop is an explosive bodyweight exercise that consists of a two-legged hop to the side. It targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",,
Monster Walk,intermediate,strength,,,
Side Lying Groin Stretch,intermediate,stretching,,,
IT Band and Glute Stretch,intermediate,stretching,,,
Single-leg lying cross-over stretch,beginner,stretching,"The single-leg lying cross-over stretch is a simple bodyweight stretch targeting the lower back, hips, and glutes. It involves rotating a single leg over the body while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",,
Carioca quick step,intermediate,plyometrics,"The carioca quick step is a lateral bodyweight exercise targeting the adductors but also promoting agility and overall conditioning. It’s a favorite of football players, particularly defensive backs, because it mimics the way they have to track wide receivers downfield. It can also help mobilize the hips for athletes and lifters of all ability levels.",,
Standing hip circle,intermediate,stretching,"The standing hip circle is a bodyweight exercise targeting the hips and abductor muscles. It is a classic way to ""limber up"" after sitting for a long period or before a lower-body workout or sports. It requires no equipment and can be helpful for everyone from beginners to advanced fitness enthusiasts.",,
Lateral cone hop,intermediate,plyometrics,"The lateral cone hop is an agility drill that involves jumping over cones or other short hurdles side to side rather than front to back. It can be performed for reps or for time and can be beneficial for track athletes, basketball players, or any other athletes who need explosive lateral power.",,
Side-To-Side Adductor Stretch,intermediate,strength,,,
Dynamic pigeon stretch,intermediate,strength,"The dynamic pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but involves moving in and out of the pose. It can be part of a dynamic warm-up or mobility work performed anytime.",,
Cross-over jack,intermediate,strength,"The cross-over jack is a variation on the jumping jack, a popular calisthenics exercise used to improve overall conditioning. The difference between the jumping jack and the cross-over jack is that with the latter, the feet don't just come together each rep, they cross over each other. It's a great way to add variety to your warm-up or conditioning work.",,
Traveling thigh killa,intermediate,strength,"The traveling thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops forward and backward, as well as bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",,
FYR Thigh Killa,intermediate,strength,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",,
HM Straddle Stretch,intermediate,stretching,,,
HM Right Leg Swing,intermediate,stretching,,,
HM Right Side-Kick,intermediate,stretching,,,
HM Frog Stretch,intermediate,strength,,,
HM Kick-Out,intermediate,strength,,,
HM Left Leg Swing,intermediate,strength,,,
UNS Foam Roll Adductor,intermediate,strength,,,
MetaBurn Groiner,intermediate,strength,,,
Side-lying leg adduction scissor,intermediate,strength,"The side-lying leg adduction scissor is a dynamic core exercise that combines the isometric hold of a side-lying leg lift with leg adductions to further challenge the core and adductors. It targets multiple muscles of the core, primarily the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",,
Groin and Back Stretch,beginner,stretching,,,
Adductor/Groin,beginner,stretching,,,
Incline dumbbell biceps curl,intermediate,strength,"The incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",,
Banded biceps curl in squat position,intermediate,strength,"The banded biceps curl in squat position is an exercise targeting the biceps, although it also works the core and lower body.",,
Banded Hammer Press - Gethin Variation,intermediate,strength,The machine chest press is an upper body exercise targeting the pectoral muscles.,,
Band standing concentration curl,intermediate,strength,"The band standing concentration curl is a variation of a popular biceps-focused exercise utilizing a band instead of a dumbbell. It allows you to focus on one biceps at a time and really squeeze out intense peak contractions. Band concentration curls are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",,
Brachialis SMR,beginner,stretching,"Brachialis self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the biceps or brachialis muscles of the upper arm, some people find they can cause this often painful and tight muscle to relax or ""release."" Brachialis SMR is often accompanied by SMR on the triceps muscles or pectorals, or by stretches that target the biceps or pecs.",,
Wide-grip barbell curl,beginner,strength,"The wide-grip barbell curl is a variation of the classic barbell curl with the grip wider than shoulder width. It is thought that this helps build the inner or ""short"" head of the biceps muscles. This movement is usually performed for moderate to high reps, such as 8-12 reps per set.",,
EZ-bar spider curl,intermediate,strength,"The EZ-bar spider curl is an exercise targeting the biceps and performed face down on either an incline bench or on the flat side of a preacher bench. The EZ-bar makes for a more comfortable wrist position, while the angle helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",,
Barbell Curl,intermediate,strength,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",,
Close-grip EZ-bar curl,beginner,strength,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard EZ-bar curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set.",,
Preacher Curl,intermediate,strength,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it’s next to impossible to cheat. Go light, get a great pump, and build that peak!",,
Barbell Curls Lying Against An Incline,beginner,strength,,,
Seated Close-Grip Concentration Barbell Curl,beginner,strength,,,
Close-grip barbell curl,beginner,strength,"The close-grip barbell curl is a curl variation where the hands are closer than shoulder width. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set.",,
